baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ytfK	912.902521786676	-0.882824346964867	0.281662959352484	-3.13432887659206	0.0017224768648219	0.00313976799467327
prpC	9.12227531134842	2.26400994166817	0.722839929983912	3.13210414609851	0.00173558297664709	0.00316234592136486
panE	180.010022049774	-0.667784602877686	0.213384049695572	-3.12949634159813	0.00175106253003367	0.00318922789984988
hscA	2337.94040273164	0.474015153009898	0.151643031438727	3.12586175911044	0.00177284868957585	0.00322756912279598
yhbP	76.4328012344363	-0.791812016088195	0.253450763108516	-3.12412559495501	0.00178334318062864	0.00324532998860878
cas2	17.0232337314517	1.54417610223994	0.494591143847667	3.12212647041562	0.00179549788918785	0.00326609616033219
yedL	6.84050889011333	2.66633945487401	0.854363547380159	3.12084880382612	0.00180330595614128	0.00327894166611285
agaI	13.3422681737767	1.88710850167599	0.605306154194152	3.11760997075655	0.00182323911975422	0.0033138144199753
mrcA	307.816422286379	0.74121325873503	0.237956753871711	3.114907421937	0.00184002650592104	0.00334294311021965
rimM	8054.04437409953	0.617798535468904	0.198563330182783	3.11134253691355	0.00186238769356961	0.00338216996190629
yjiK	55.4734782934676	1.32037095061321	0.42464636465615	3.10934240937716	0.0018750428046155	0.00340374505813053
acs	31.6104905554761	-1.51009078754848	0.485935705495473	-3.10759380401723	0.00188617116208808	0.00342155452897758
cpoB	1063.97466222102	-0.509902898975688	0.164084853661552	-3.1075561674171	0.00188641135196533	0.00342155452897758
mutS	418.042756351198	-0.672323144121169	0.216417802404469	-3.10659814789472	0.00189253472382649	0.00342999909200514
sokX	29.1536909387116	1.95775193800893	0.630194539068116	3.1065834700883	0.00189262868177111	0.00342999909200514
waaB	543.634000376767	0.574399224762493	0.18493265174108	3.10599139391943	0.00189642234938312	0.00343545706426394
chaB	70.7801374342297	0.922124097682623	0.297117980734621	3.10356207794184	0.00191206117256014	0.00346235974074885
csrC	2063.48910682996	-0.534403186084917	0.172204962289553	-3.10329725101852	0.00191377314696033	0.00346403190547868
cyoC	1879.01260235792	-0.831657748693486	0.268134975766175	-3.10163844279206	0.00192452857921943	0.00348206509411489
clpX	4540.32022446175	-0.60917449883905	0.196442935512076	-3.10102522776443	0.00192851859369843	0.0034878477489161
mngR	146.417527660817	0.670814438363953	0.216729728927736	3.0951657702097	0.00196702926570585	0.00355603274248798
ytfQ	48.9804509095653	0.988566756635961	0.319750508655862	3.09168157633777	0.00199026217908497	0.00359655357989316
valU	1321.55955386634	1.01480076393841	0.329360436817925	3.08112526732956	0.00206219870625102	0.00372436085875655
yiaG	67.9156262116357	-1.50820208247673	0.489508290935728	-3.08105523523146	0.00206268380818454	0.00372436085875655
ynaM	1713.14156782596	0.683716319205423	0.222010692612448	3.0796549083289	0.00207240566515886	0.00374037719270456
aspS	2092.93651292017	-0.54475682564411	0.176922246427615	-3.07907477235763	0.00207644559516101	0.00374612956860055
elaB	299.359477931917	-1.22558793434263	0.398325651968594	-3.07684912655151	0.00209201157755691	0.0037726629146993
yhaK	24.2843228804748	1.60268107166837	0.521426010214376	3.07365002948251	0.00211457333113623	0.0038117852456633
pdeC	78.9969039486685	0.920153146696255	0.299538496120651	3.07190280586048	0.00212698969873752	0.00383259464583837
yceO	27.1371095320046	1.19710443624808	0.389810186901636	3.07099320765098	0.00213348004240684	0.00384271333591359
hycA	5.57613426460994	2.9837994261197	0.972659772780813	3.06767022716389	0.00215734548085265	0.00388410602351872
pheV	81.9109955649665	1.15491843071554	0.376669051324507	3.06613571424152	0.00216844865305507	0.00390249689998808
yehR	11.0721486296827	1.90749898038053	0.622429993954532	3.06460003359008	0.0021796126981398	0.00392098222069129
yddH	5.59669490773802	-3.86438441910147	1.26171473103141	-3.06280359898982	0.00219273921756318	0.00394298132736597
micL	183.131324629079	-0.817405819533373	0.267284392368051	-3.05818761915513	0.00222680109612816	0.00400259296861334
tfaQ	4.83865949201328	3.84202050945626	1.25697084573001	3.05657090019852	0.00223884525289546	0.00402259599017169
malZ	159.931022800337	-1.36327914060126	0.446168213205892	-3.05552726583898	0.00224665174340028	0.00403497183514204
glcE	6.75018154149047	-2.74348049399079	0.898384063854337	-3.05379470136685	0.00225966659024381	0.00405668791619986
ytfT	14.0352908910111	-1.83469145457915	0.600984726863195	-3.05280878626519	0.00226710348553472	0.00406837647547141
allA	32.8377453211692	1.06686905886094	0.349497155013501	3.05258295684759	0.00226881010168038	0.00406977655234051
ampC	64.5259178486531	-0.883490907456141	0.289492305291258	-3.05186318015348	0.00227425738501542	0.00407788273158072
cobU	61.3051818956869	1.022088711741	0.335328447188816	3.04802267839055	0.0023035254245	0.00412867694403447
yfeY	135.434444111984	0.710868941726315	0.233276856028431	3.04731876890384	0.00230892710536515	0.0041366707886905
hycG	15.8676392895716	-1.5416843516559	0.5059375670906	-3.0471829963554	0.00230997033438567	0.00413685270238739
thiI	571.037487243348	0.683159460880375	0.224362956464497	3.04488526825272	0.00232769087818482	0.00416688917190949
tas	570.567713518651	-0.795685934331361	0.261498383092563	-3.04279485372462	0.00234392063922155	0.00419423355116101
ybfK	3.70945506722373	4.40221562553024	1.44810652809404	3.03998051256928	0.00236593456660159	0.00423190169017947
pdeF	113.939910970792	0.725560679929672	0.238711989572666	3.03948151589933	0.00236985744565135	0.00423719322700301
rcdA	38.5482636231914	-1.13313934207256	0.373434654596325	-3.03437114934461	0.00241037694135726	0.00430788686061125
folM	44.0275241413206	1.04366347313178	0.344076373425585	3.03323201980185	0.00241949496207879	0.00432242430598298
mcrC	136.795407210185	0.850282988189761	0.280541994063302	3.03085814666984	0.00243859785930754	0.0043547806487553
yibQ	194.402623508008	-0.643762215074675	0.212523006283352	-3.02914129784313	0.00245249949217433	0.00437782619631119
dfp	333.79753194564	0.626969591423517	0.207270136031809	3.02489110793702	0.0024872265861917	0.00443801234489851
speG	409.807120701374	-0.598163740947305	0.197775148207552	-3.02446362128153	0.00249074424339956	0.00444248455592947
lapB	487.867097870508	-0.490259809091598	0.162127963778209	-3.02390653448453	0.0024953351711011	0.0044488666423081
RFP	1275873.43649632	0.822417315070465	0.272209914224547	3.02126143132337	0.0025172391739411	0.00448609804913722
ybhN	17.059902920154	-2.06498812471729	0.683558679436527	-3.0209376119977	0.00251993275955067	0.00448907729631228
msrP	143.680997842274	-0.686717450977813	0.227451727407203	-3.01917887723224	0.00253460832270099	0.00451339049924014
yjbG	4.02194090016082	4.5301538790575	1.50564694138864	3.00877566614615	0.00262302719197238	0.00466894588911453
pqqL	226.839663052068	0.694230115844318	0.23115512108998	3.00330839555174	0.00267061654708839	0.00475172883408639
holB	301.251904737527	0.580942916771938	0.193471589475942	3.00272984961535	0.0026756983432966	0.00475884324781456
tig	9130.42303057994	0.577235079497741	0.1923479797323	3.00099372138511	0.00269100113569874	0.0047841230227133
loiP	195.951797951517	-0.667679701694368	0.222515011228591	-3.0006052086457	0.00269443654454971	0.00478823432606486
rhtC	105.267901020707	-0.928979191447124	0.309609599123212	-3.00048575392337	0.0026954936235735	0.00478823432606486
aat	139.661946603519	-0.694312217294976	0.232563354939816	-2.98547558137288	0.00283137742700408	0.00502758328085243
yfcR	9.92754469436122	1.9653617905208	0.659407243329056	2.98049772792691	0.00287780372905393	0.00510795627544806
mnmE	355.541316120582	0.562893429439458	0.188892592749679	2.97996560503252	0.00288280750498956	0.00511477115081548
ilvB	109.784505278801	-0.942188564657749	0.316387509744173	-2.97795752246855	0.0029017619708398	0.00514632230032266
zapD	270.912893156757	-0.553726751968974	0.186001984694459	-2.97699378250489	0.00291089913282311	0.00516044386218399
fkpB	506.482955280914	-0.549918221074388	0.184884175431206	-2.97439312905937	0.00293568697026463	0.00520193614644895
gnsB	772.43736950097	0.817373033250265	0.274812808779232	2.97429016093239	0.00293667235219517	0.00520193614644895
rpoS	2953.58243874889	0.707372293169657	0.237921481328347	2.97313335988118	0.00294776344157989	0.00521947795197922
patA	53.2313363646162	-1.14911704391279	0.386593772830516	-2.97241477921209	0.00295467222772	0.00522960318145607
can	711.618398653176	0.664047692434949	0.223739569778413	2.96794926839543	0.00299793806778008	0.00530404427376475
mgtS	1737.75799869116	0.77231417329551	0.260252110896357	2.96756161029977	0.00300172117722791	0.00530859948935676
rrfD	37.8289763988712	1.53720448513456	0.518170269733806	2.966601086404	0.00301111358748659	0.00532274970084494
gspF	22.3726266054914	1.36497649320364	0.460130951312285	2.96649571021196	0.00301214563084464	0.00532274970084494
arnD	82.8607609493632	0.736948159464705	0.248827548192606	2.96168235718927	0.00305963251158126	0.00540448959524587
fucK	76.5000782961117	-0.952464784562336	0.321757006660189	-2.96019904725259	0.00307440336317283	0.00542839789968579
ybdZ	40.3264909042017	-1.648644880339	0.557430336718927	-2.9575801167246	0.00310064161665275	0.00547252656567116
pbpG	188.874109283801	-0.764727133747346	0.258728725790592	-2.95571019959452	0.00311950049632324	0.00550360067483855
katE	87.6574826241363	-1.5952866811837	0.53984952138407	-2.95505806339087	0.00312610211282451	0.00551303355344764
sapA	309.302815065842	-0.526646402247554	0.178567434414789	-2.94928582007973	0.00318509257921686	0.0056148120788522
rpmD	4816.83838215165	0.448480637720772	0.152079182804144	2.94899426372082	0.00318809893460128	0.00561785744873784
coaE	133.565590047927	-0.704599999125054	0.239247114571485	-2.94507208744005	0.0032287942610537	0.00568728676375658
degS	622.286340103032	0.643439955716822	0.218601757812718	2.94343450004676	0.0032459250113481	0.00571516976947985
yicC	507.092904850295	-0.614084953723369	0.208764164326051	-2.94152473776237	0.00326600754996877	0.00574822562780962
ymgJ	7.9353227629218	2.67875894635795	0.911333483066146	2.93938387663029	0.00328865478490165	0.00578576710855945
serX	14.7790923682216	1.54936919703988	0.52728344614084	2.93839908758681	0.00329912039688584	0.00580185584608466
yhhJ	74.3049653278323	-1.03632549792375	0.352750952565347	-2.93783897786008	0.00330508635536817	0.00581002175235389
argR	197.914877111826	0.724342114099274	0.247223943753218	2.92990275578777	0.00339068094807491	0.00595810456195724
thrB	529.474898935207	0.691055211097424	0.23593745877224	2.92897624096447	0.00340080416079618	0.00597350366988309
folK	101.112267150175	0.859321612593534	0.293466737794351	2.92817379936158	0.00340959396212635	0.00598654927083176
yneJ	51.6766976498715	1.03144475266869	0.352546176023708	2.92570115013622	0.00343680913108624	0.00603192269790725
nrdR	221.817117874785	-0.626444145737714	0.214130850499538	-2.92552028012921	0.00343880761371969	0.00603301990697708
tsaD	213.645225937421	0.569996261554219	0.1949105143129	2.92439976141654	0.00345121212816401	0.00605236522116747
metB	121.126995257527	0.655226544940328	0.224118137216322	2.92357661489884	0.00346035056742676	0.00606596968982671
garD	79.4647822216473	-0.928648083497187	0.317891173037571	-2.92127672065758	0.00348600047360391	0.00610849624273713
ybdM	16.8185055452604	1.50563688224451	0.516526648961498	2.91492585188328	0.00355773058450125	0.00623170273433572
rpsC	45086.3281907893	0.626351856500072	0.215256038634781	2.90979923477448	0.0036166099286993	0.00633231064837626
proX	1285.73458666908	0.707753239125022	0.243269363743428	2.90933978793761	0.00362192972269309	0.00633909851465766
phnO	11.4298432138603	-1.86870168303041	0.642495838464543	-2.90850394844003	0.00363162590520974	0.00635353747574129
ymcE	4220.20295752779	0.759565548620725	0.261514749353662	2.90448454818707	0.00367858360691126	0.00643312809918836
ryfD	5651.95454788385	-1.00755830333505	0.34694264908342	-2.90410621466371	0.00368303189358064	0.00643834425328283
ycbV	15.5318962792377	1.49112023397259	0.513582962916999	2.90336779379025	0.00369172802682881	0.00645097900630826
rhsA	27.8098407021371	1.14312183909089	0.39376013690179	2.9030918367849	0.00369498266811813	0.00645245607464877
yjhQ	26.9427612064143	-1.27897012563676	0.440561277811638	-2.9030470675718	0.00369551092278996	0.00645245607464877
yheT	158.143303931441	-0.759663356005066	0.26187777233358	-2.90083174771094	0.00372173652404587	0.00649566489874197
gfcE	26.5672438487558	1.23067071262774	0.424272020253838	2.90066432354281	0.00372372539992468	0.00649655507619902
ykfM	6.23010597027763	2.49742740703758	0.863000647452457	2.89388821944674	0.00380503592724491	0.00663577722444894
waaC	217.4991977887	-0.684250182833787	0.236884555470821	-2.88853860258556	0.00387036519570337	0.00674702948600194
eno	10183.13577072	-0.733163551253039	0.25389283504702	-2.88768901697151	0.00388083355070107	0.00676259491798088
ydhQ	222.219541233768	-0.788702645136423	0.273283287692805	-2.88602589567422	0.00390140055217835	0.00679573855103865
ivy	158.53158321595	0.861766149545589	0.298777273725552	2.88430956879666	0.00392272927971715	0.00683018221395062
yqfB	135.827502179987	-0.626763117306218	0.217335190631817	-2.88385472911289	0.0039283992779324	0.0068373447020432
decR	206.397074111373	0.575975194192146	0.199851315353016	2.88201853049978	0.00395136495066452	0.00687459256565118
elfG	24.717750778333	1.37288276837233	0.47642353399762	2.88164347561216	0.00395607079921381	0.00688005503600407
ubiB	940.727005937824	-0.678796767508782	0.235792609235468	-2.87878729409588	0.00399207485789258	0.00693992277432612
dksA	4848.26561758395	1.01692256025189	0.353429097305912	2.87730288197433	0.00401090411043355	0.00696989784696779
kdsB	669.739649678154	-0.505777811715569	0.175834344412397	-2.87644494825956	0.00402182343319017	0.00698610926927813
dtpA	1624.351429863	0.617984830836021	0.21493428181729	2.87522690941109	0.00403737233938615	0.00701034651657049
yffO	5.94340060758201	3.101948596712	1.08042399773892	2.87104748062211	0.00409114069560391	0.00710033217340566
insD-6	3.28852648267699	4.22787884922589	1.47264211336129	2.87094794510242	0.00409242910609222	0.00710033217340566
alaA	307.243074562685	-0.572336134937836	0.199375683675391	-2.87064161680655	0.00409639660035625	0.00710440989552507
insI-1	81.3558915867068	-0.730937461872278	0.25464968551264	-2.87036467530213	0.00409998648770649	0.00710782977130806
rpmJ	4294.67346269982	0.485720704765857	0.169264396823317	2.86959758745288	0.00410994486671831	0.00712228315561875
yafE	170.781683995346	-0.692608935095712	0.241406151205948	-2.86906084056174	0.00411692599333218	0.00713156777945909
pdeK	297.678694884642	-0.667387477848787	0.232662726719851	-2.86847612962254	0.00412454320244075	0.00714194650702493
yoaI	9.96688476758025	1.84673967262852	0.643867906150662	2.86819649649752	0.00412819058770428	0.00714544572568356
leuL	558.985461028085	0.758064378619849	0.264340968896081	2.86775213764864	0.00413399258847951	0.00715267012256419
ypfH	45.4570954943512	-1.06545441708237	0.371814713151551	-2.86555205965744	0.00416282819799628	0.00719972609204632
ycbK	780.374695953679	-0.608871468743667	0.212660196953951	-2.86311908605779	0.00419492867144038	0.00725238947408013
ynaE	331.915255906737	0.731782054334421	0.255959095655607	2.85898046506241	0.00425004956208397	0.00734479454218524
sanA	674.192357521689	-0.518965818676187	0.181532550728352	-2.85880309946603	0.00425242644674427	0.00734601233997152
yheV	50.7541985247918	-0.886105329337125	0.310690282759391	-2.85205356751809	0.00434377799053193	0.0075008713492165
ymcF	8324.13722228858	0.759675470232668	0.266434824349673	2.85126192526416	0.00435460823325092	0.00751661845527359
hemF	150.402838086277	-0.588306298516292	0.206473490676893	-2.84930669107988	0.00438146223138173	0.00756000140709345
tehA	151.59583579209	-0.778859117213893	0.273614010817152	-2.84656152982744	0.00441941876404173	0.00762249965859258
hsdS	175.735636724352	-0.59342806072932	0.208583461550386	-2.84503889387209	0.00444060005316068	0.00765602670075937
srmB	435.523999980111	0.617958236059536	0.217661628943664	2.83907751246077	0.00452441649784922	0.00779747417616777
ykgR	23.5886725301795	-1.2774701612067	0.450168209348048	-2.83776182919889	0.00454310684962519	0.00782436358895823
ttdB	14.5729199205453	1.89168036679776	0.666617810056283	2.83772851289114	0.00454358104152798	0.00782436358895823
fepB	219.567878979757	0.786212578907424	0.277120384254121	2.83707956389979	0.00455282649625956	0.0078372126951678
rrsA	144.089883153583	0.952227093795429	0.335722745635067	2.83634965511246	0.00456324572997008	0.00785207148129988
efp	2281.07364533949	0.731002666257016	0.257838230915331	2.83512132262908	0.00458082858062838	0.00787924038946769
bdcR	124.917734286641	0.637391190188438	0.22498220852863	2.83307375439568	0.00461027474287166	0.00792678549723492
oppD	1820.9682632379	-0.651281599776651	0.229932304357916	-2.83249281389734	0.00461866043149714	0.00793809674317955
yncJ	33.0653685562633	1.14783473759163	0.406109332550373	2.8264180248782	0.0047071790556911	0.00808706984421237
yihO	74.0452976051269	0.872528883117954	0.308835371075545	2.82522328993372	0.00472476777072032	0.00811411447098294
chbA	33.990060472794	1.25367206782945	0.44380099423372	2.82485186855897	0.00473024789195872	0.00812035130495297
cspE	10096.4336406553	-0.870652374432876	0.308441750693662	-2.82274488610847	0.00476144431318794	0.0081707128389979
eptB	554.789894994698	-0.93557597952903	0.331459066809656	-2.82259884616852	0.00476361349611902	0.00817124329888749
bcsZ	27.1215923240817	1.10553613929396	0.392361005652241	2.81765038667941	0.00483764538330627	0.0082949946014303
rng	1049.20019172142	-0.488857766215466	0.17370136955647	-2.81435758085108	0.00488748289141741	0.00837718000077905
abpB	463.738389523675	-0.70976170034419	0.252392606210954	-2.8121334891679	0.00492140743430074	0.00843203699644428
malY	160.982683781287	-0.803783332096961	0.285865119749024	-2.81175728190499	0.0049271668180737	0.00843861357964825
tauD	18.0662093360537	1.5131722121403	0.538853792613098	2.80813132037613	0.00498299025058279	0.0085308948444311
proQ	1485.38917742327	0.480976211566334	0.17131069301041	2.80762515820951	0.00499082818805973	0.00854098489682368
hemG	198.482648686392	-0.577379865829334	0.205910148617563	-2.80403792482177	0.00504669684660772	0.00863323179406064
ytjC	168.80909229267	0.654366954885119	0.233507275878706	2.80234075115084	0.00507332565995506	0.00867540662677407
yqeF	346.268205656195	1.05507144154971	0.377489584123876	2.79496835389099	0.00519047958553748	0.00887228670010356
cusR	103.103758448207	0.654997164107044	0.23449873837951	2.79317990635414	0.00521926554233083	0.00891802159761156
ynfT	1207.07724848641	0.556397679501143	0.199271177149625	2.79216335979872	0.0052356915834194	0.00894261008007832
rtcB	56.3192190982646	1.02055303909585	0.365700905444698	2.79067681786253	0.00525979621659511	0.00898028945958116
eutQ	8.18714457401487	2.08666747103404	0.748328678262501	2.78843712882813	0.00529630264341279	0.00903910548271655
blr	800.859892923074	0.551743585919199	0.198042814836933	2.78598133627569	0.0053365944249178	0.00910433371210248
ghrB	254.301450195921	-0.590238945022712	0.212004825062019	-2.78408260212967	0.00536793616730686	0.00915424828531794
uspG	187.729231721535	-0.549682670884873	0.197634309944071	-2.78131196471113	0.00541396837903436	0.00922916689526502
alaS	3967.98451260723	-0.553635486732314	0.199079947730179	-2.78097062534232	0.00541966408429278	0.00923529259980535
rseP	1491.22682904371	0.447212907181739	0.160819559044516	2.78083654649213	0.00542190284920755	0.0092355250936676
fepA	389.77571412763	0.897795624741793	0.322943122602646	2.78004255828805	0.00543517748825989	0.00925454833563012
ydiU	513.760408543699	0.469797623607372	0.1690261751526	2.77943710897576	0.00544531966684912	0.00926822522141348
yqiD	141.228544431477	-0.615934728333253	0.221798082106905	-2.77700655696553	0.00548620722028474	0.00933089918700365
envY	13.5259226110989	1.55897988882994	0.561390816320896	2.77699571048703	0.00548639030276131	0.00933089918700365
potB	350.837519318711	0.613912525058804	0.221157016844056	2.77591248887071	0.00550470227651699	0.00935841993062661
lsrC	6.21620986091915	-2.58084408682191	0.929790802238426	-2.7757255509612	0.00550786805682639	0.00936017964163958
ygaZ	841.737878626439	-0.595311490144489	0.214565801163787	-2.7744938238786	0.00552876838326787	0.00939206477482435
yciC	187.715274679704	-0.603052324753344	0.217465500234496	-2.7730942338121	0.00555260391028707	0.00942890953919255
truB	2300.36490398986	0.579821256293921	0.209246590370635	2.77099500291448	0.00558852844603202	0.00948624631507676
pqiB	401.334633539519	0.5607755756805	0.202509368256252	2.76913399369704	0.00562055147046296	0.00953691873686511
yfdN	3.9889764733892	3.57547809008987	1.2938601137003	2.76341936213212	0.00571992238651841	0.0097017834146623
csiE	37.2759711320067	-1.0255147488634	0.371165575051765	-2.76295760650856	0.00572802056537722	0.00971176933373297
yaeF	73.3565920978359	0.818081756987966	0.29621483186016	2.76178526190131	0.00574862738389881	0.00974294756846738
yahK	88.0857634461584	-1.3233266220694	0.479291495867957	-2.76100584608323	0.0057623644921168	0.00976246325255269
yiaY	10.6098510953174	1.69343006752379	0.613401092617314	2.76072228743205	0.00576736951735929	0.00976717590198896
ybfF	240.2799651026	0.900404024278713	0.326229077644856	2.76003607887744	0.00577949784394549	0.00978394374892198
orn	178.857522256115	-0.596040261621077	0.216042316279437	-2.75890516212637	0.00579953631170275	0.00981408436722272
clcA	300.07136762117	-0.547308962706608	0.198614134037303	-2.75563954881386	0.0058577510773982	0.00990877954678872
ffs	134066.335876239	-0.845200096437858	0.306761570980231	-2.75523460691994	0.00586500640131244	0.00991723368782354
ynfG	18.2894375798319	-1.29464457159705	0.470365466562522	-2.75242266626936	0.00591561162892421	0.00999895416924358
bglX	401.41539237701	-0.557309731338189	0.202505814820472	-2.7520677953483	0.00592202596756693	0.0100059461828929
yjjB	16.418239035135	-1.43711012218511	0.522819641007936	-2.74876842693693	0.00598196321091151	0.0101033311747536
rnb	792.543577666736	0.523966892361272	0.190656945098288	2.74821823087093	0.00599201123130014	0.0101164125054195
argP	296.41341310247	-0.618079059362871	0.225012069885029	-2.74687068866431	0.00601668514322563	0.0101541674353401
arfB	74.9547708161095	-0.774726801476788	0.282339170926449	-2.74395791039072	0.00607033204712804	0.0102407713836534
zraS	102.484314556002	-0.680883926541343	0.248354757887924	-2.74157794411416	0.00611448517771315	0.010311298804489
qorB	25.9809386454491	-1.07648613575725	0.392685755227604	-2.74134246385717	0.00611886949408826	0.0103147328041173
mglC	377.968251222224	-2.30095316663282	0.840005266214145	-2.73921278732344	0.00615864990209153	0.0103778093670457
ycbF	19.8789157071185	1.27762985937999	0.466497783385383	2.73876941088167	0.00616696100021547	0.0103878296295807
yeaK	267.658408305682	0.544155748821316	0.199038888479471	2.73391673847415	0.00625858682351657	0.0105381264529353
hcxB	93.4822893984863	-0.841239285277253	0.3078629899009	-2.73251190585801	0.00628533997701637	0.010579118206526
hokC	72.7939791765006	-0.866279299227933	0.317088786918245	-2.73197708328704	0.00629555197992478	0.0105898240836779
wecH	58.7729993027804	0.771218405533477	0.282298390391042	2.73192632967258	0.00629652185444266	0.0105898240836779
dam	271.391215709639	-0.558739891877675	0.204549960054594	-2.73155708135336	0.00630358204244776	0.0105976409921443
yjcO	85.5373318364081	-0.663364445138855	0.242879297082694	-2.73125150272894	0.00630943022581665	0.0106034150658043
pnp	15128.7110159317	0.78084067966347	0.285919061159055	2.73098504345289	0.0063145337258085	0.0106079337122282
yjiJ	37.6590445768108	1.1330095896957	0.41493539463188	2.73056867250594	0.00632251592636408	0.0106150203644639
kgtP	6288.84396617333	0.448502573643968	0.16425579435863	2.73051295021426	0.00632358486087001	0.0106150203644639
tusD	94.5810548443667	-0.807911465734769	0.29602871552161	-2.72916586592354	0.00634947585753989	0.0106544107876901
fecR	298.206718842447	0.909657174961032	0.333354918671828	2.72879481900354	0.00635662412742402	0.0106623328720022
rsxE	301.716322984168	0.540090595476159	0.198082639830475	2.72659227450919	0.00639920573725687	0.0107273839159583
ybeZ	446.167985245721	-0.673313074566461	0.246948135945947	-2.7265363716446	0.0064002898346749	0.0107273839159583
ebgC	16.6832359791557	1.36519050683624	0.500779085279167	2.72613323313053	0.0064081126004666	0.0107363991814835
fur	2127.25325117951	0.496642742868879	0.182321201684148	2.72399884534142	0.00644967319795821	0.0108019116883837
rimI	166.876030613968	0.666626561762592	0.244761303375125	2.72357824774658	0.0064578915788376	0.0108115540037476
yahI	17.8891780224036	1.41098620484181	0.518207758617015	2.72281952822827	0.00647274061380064	0.0108322855300671
ryhB	789.969277140058	0.729645899458842	0.268138796615476	2.72115004866375	0.0065055224968335	0.0108830008867439
etp	17.3955721745114	1.25752736422366	0.462266338073268	2.7203524476064	0.00652123683703754	0.010905136438944
ydbL	52.3996886961011	-0.982050739166351	0.361079322059101	-2.71976454803914	0.0065328414855659	0.0109203853295628
yfjM	9.86863421073488	1.80935930118822	0.666596159104549	2.7143260225483	0.00664107729042833	0.0110970911132947
cdaR	71.0096212129373	-0.884658440065153	0.325943364057423	-2.71414772509159	0.00664465284758797	0.0110988440910471
yfjP	45.4155324517764	1.18110086199121	0.43519719363054	2.71394411378926	0.00664873816255031	0.0111014468825859
rdgB	274.694711802887	-0.557908073556894	0.205590215894694	-2.7136898082867	0.00665384379190346	0.011105750675468
rutG	19.8012789831163	-1.27475084434137	0.469829993011417	-2.71321725582213	0.00666334047365385	0.011117377402492
insB-2	9.24478958941238	2.11950723817802	0.781428020391899	2.71235121197095	0.00668077661672766	0.011142236779531
yibF	168.480748009621	-0.539089701244145	0.19900050382458	-2.70898661502564	0.00674890624022888	0.0112515920733683
insH-11	5.62500105306107	2.64530689145274	0.976778022503251	2.70819657128796	0.00676499406742051	0.0112741346502953
ubiA	364.688314684149	-0.499159517707656	0.184324586308393	-2.70804632037808	0.00676805755622827	0.0112749627775923
ybbA	59.1324258466407	-0.798736401704683	0.295392015353843	-2.70398778635874	0.00685128073903201	0.0114092783497224
ymgK	1.9241534656631	4.4872881393231	1.65977391604438	2.7035538370294	0.00686023337643149	0.0114198579850942
ydiH	92.852212536393	-1.01313190026348	0.374864811230379	-2.70265938522793	0.00687871962620628	0.0114462936810319
acrA	1602.97558635296	0.450059589594911	0.166694898277641	2.69990020237636	0.00693602785539174	0.0115372852588928
alsE	32.2351555681431	-1.12223712005945	0.415703914495797	-2.69960681371163	0.00694214669455054	0.0115430925167148
yeaO	61.5885705052152	-0.869392967300386	0.322884203119192	-2.69258439682616	0.00709005884145785	0.0117845737762105
oppF	2151.66128968162	-0.669415493763664	0.248736519173302	-2.69126341394712	0.00711819662516758	0.0118268675394709
ymdF	16.6340764745272	1.54832508605567	0.575647971850517	2.68970822754456	0.00715145155396773	0.0118776282331116
ynbE	81.1960530442757	-0.885005447381692	0.329183438939851	-2.68848715546532	0.00717765970164756	0.0119166511977845
priA	231.217756677774	0.556378993466783	0.206998767249719	2.68783723139558	0.00719164429582923	0.0119353582892247
dmsD	187.984301084167	-0.590323732155357	0.219732820146457	-2.68655238558306	0.00721936265849692	0.0119736095509465
cysB	916.263116419745	-0.494559263074861	0.184089437276731	-2.68651624118671	0.00722014379705377	0.0119736095509465
ydaF	17.1174052281112	1.28320049829709	0.478190745979503	2.68344904012864	0.00728670793133604	0.0120794369593808
tdcR	8.58862064964508	1.83634427222471	0.68439137341929	2.68317857814329	0.0072926038108576	0.0120846505247444
emrB	169.354111956763	0.591704760127207	0.22092449555999	2.6783121474483	0.0073994225031046	0.0122570373514851
ygjJ	14.6844338978621	1.49483868206074	0.558208806619253	2.677920277027	0.00740808485867102	0.0122667609438906
pdxY	247.43795025459	-0.501910607205188	0.18754085535054	-2.67627342462018	0.00744458830524122	0.0123225608232572
phnP	51.0035525529891	-1.44356571906826	0.539728342831248	-2.6746153657519	0.00748150304185484	0.012378999195054
thrV	37462.2619572234	-1.06128655798862	0.397136416672803	-2.67234762019572	0.00753225751667915	0.0124582858700194
sppA	596.473343271008	-0.505098885470045	0.189702702388267	-2.66258139241608	0.00775438135848004	0.0128208495701177
mscK	837.180197551355	0.466435085802802	0.175235108976186	2.66176731665222	0.00777315917322289	0.0128470610413725
cspG	16999.2046182275	0.678722690259224	0.25508585237814	2.66076179424127	0.00779640921395349	0.0128806414730717
yjeT	30.9166604792994	0.984658989216038	0.370316966145683	2.658962670451	0.00783816470485785	0.0129447584768573
yfiF	336.613186994441	0.523464033407601	0.197131221597176	2.65540906796216	0.00792122864031989	0.0130770227045942
argO	75.7245785139185	0.732270687485595	0.275787312021201	2.65520078541286	0.00792612152527286	0.0130801847710457
yieH	76.6415620895124	0.840781605020319	0.316887671205983	2.65324807942368	0.0079721254777079	0.0131511630580439
yjbT	12.3546822103307	1.48081118294779	0.558305547586819	2.65233112826542	0.00799381038985687	0.0131819853763668
