baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
yjeI	217.239926184899	-1.37131175654381	0.207095214695797	-6.62164868733512	3.55214470489963e-11	1.37122774065238e-10
metZ	155.853813926742	2.17513332641095	0.32877178320914	6.61593676068999	3.69206188616484e-11	1.4239883991152e-10
rlmD	361.896256345929	-1.64046398475288	0.248144369325232	-6.61092568497008	3.81924192644178e-11	1.47174822656656e-10
ampH	218.049148952943	-1.78949411398558	0.2709171822313	-6.60531790286291	3.96665210774331e-11	1.52721320852904e-10
rpsK	24443.1255970121	1.35149829276706	0.204807142218967	6.59888262745311	4.14268112263762e-11	1.59359003255228e-10
ndk	1190.39491465495	2.14406861541432	0.324991736484264	6.59730194560848	4.18707468596502e-11	1.60925801359968e-10
fecB	995.639824589011	-1.86483357395585	0.282724276277445	-6.59594428363073	4.2255760536028e-11	1.62263597932492e-10
ynbD	66.963660504326	1.85704183835033	0.281702162519387	6.59221719046097	4.3330606442157e-11	1.66245724105149e-10
smg	682.775599482885	-1.17693027367826	0.178585259239182	-6.59029910246949	4.38941378929492e-11	1.68260861922972e-10
yafV	159.860433998696	-1.6568719973183	0.251608890752632	-6.58510910469868	4.54551472845365e-11	1.74092817803809e-10
fdhE	1188.68468505264	-1.3403186388023	0.203914746516616	-6.57293629665518	4.93325684972037e-11	1.88778722481024e-10
thiD	72.1645906165408	2.03953521629711	0.310449707566461	6.56961551770986	5.04453466394081e-11	1.92868936281044e-10
ybdN	40.5065326728351	2.78683229087231	0.424283989744562	6.56831829207155	5.08866786627702e-11	1.94387112491782e-10
aroH	327.093174793258	1.21673306735869	0.185328031680208	6.56529428563848	5.19301997986702e-11	1.9820101452264e-10
surA	2082.66036998208	-0.965019764442662	0.146995258268716	-6.564972066504	5.20426173091571e-11	1.98457654374242e-10
rcsF	427.762593388421	1.21585309559086	0.185364393593302	6.55925915447656	5.40757543094715e-11	2.06031906922384e-10
mltG	206.958208477999	1.48460333937013	0.226597497752792	6.55171991788616	5.68781461775061e-11	2.16521400483348e-10
xanP	50.0725912385347	2.28810426437949	0.349868611980064	6.5398957952532	6.1561711956019e-11	2.34147706166919e-10
lolE	372.041131825535	-1.25464643405698	0.191914323820295	-6.53753408855408	6.25413933951429e-11	2.37668115211819e-10
fimZ	31.59105347375	2.76931740304126	0.423621761224672	6.53724066260261	6.26641720398416e-11	2.37928874477981e-10
cstA	928.673609767898	-2.04847614278515	0.31338667810445	-6.53657696994513	6.29427522403933e-11	2.38780233671889e-10
ompG	34.4317954023282	2.78116319955805	0.425614107374897	6.53447137058429	6.383460364997e-11	2.41954627984744e-10
idnK	36.6801584122144	2.77200091097231	0.424432377283524	6.53107788033002	6.52980311595212e-11	2.47288147313601e-10
tauB	25.9754224658928	3.55675788356625	0.544643253310897	6.53043595407573	6.55785260957176e-11	2.48136490214029e-10
yahE	28.2957470283998	2.93498932960107	0.449715426145863	6.52632566944483	6.74026832542161e-11	2.54819266381903e-10
sapD	126.634946958397	-1.51383820866287	0.232022487684413	-6.524532271725	6.82140626026452e-11	2.57664984534325e-10
yiiF	29.0226174419361	3.05742263497991	0.469036122874033	6.51852274457128	7.1003172539752e-11	2.67969877119528e-10
queG	460.557083129244	-1.23701893764544	0.190311537064399	-6.49996819282088	8.03369956458917e-11	3.0293598443983e-10
ygaV	1023.51519845478	-1.20877331993748	0.185974912404997	-6.49965796088204	8.05028333858581e-11	3.03300983759927e-10
glyS	3035.39708973844	-1.11914345807312	0.172189591704872	-6.49948377827215	8.05960912158843e-11	3.03392141140857e-10
casD	64.4363598539307	2.28429494732239	0.351729176281447	6.49447103442604	8.3325659231278e-11	3.1339864811901e-10
ompL	27.9795413130706	3.35676753469662	0.516973249669987	6.4931164945951	8.40786221419215e-11	3.15960125807922e-10
gspE	29.0209085931371	3.0592018487833	0.471169365888358	6.49278597095416	8.42633613239793e-11	3.16383714783112e-10
prlC	761.772785411828	-1.77040867238677	0.27281429586456	-6.48942778741223	8.61629925385433e-11	3.23239988233835e-10
yeeE	46.9684451345382	2.4085607474136	0.371416388452445	6.4847993311474	8.88499604343611e-11	3.33035730535963e-10
tcyL	155.366636412615	-2.13640961058611	0.329979789694117	-6.47436502873862	9.52114749242844e-11	3.56576308049771e-10
yahD	34.5938365781386	2.79856989887168	0.432372706656037	6.47258685802758	9.63391066597485e-11	3.60492074579451e-10
trmA	520.443316678714	1.07992380481798	0.166861073115381	6.47199364510397	9.67181907027693e-11	3.61602563197673e-10
nfsB	491.077840228243	-1.12153175502589	0.173371616476173	-6.46894675046206	9.86883628509171e-11	3.68515945278863e-10
elbB	163.54847368289	-1.53147454582189	0.236749448153002	-6.46875656002442	9.8812635700811e-11	3.68515945278863e-10
pheP	470.663332289614	1.4925100747188	0.230726307290763	6.4687468552857	9.88189810012522e-11	3.68515945278863e-10
grxA	573.73858576795	1.28479832500864	0.198635163170188	6.46813134443797	9.92222385773445e-11	3.69705932205492e-10
hflK	1194.93463943678	-1.34820808922018	0.208522609506478	-6.46552473331816	1.00947889894407e-10	3.75817017208585e-10
yqcC	43.5295108942751	2.24167541698917	0.346740540180696	6.46499372649351	1.0130301189082e-10	3.7681975549227e-10
yiaM	25.6302704005289	5.32058338008126	0.823431395145644	6.46147743630808	1.03685618038721e-10	3.85356108328344e-10
nanS	30.3861702849342	2.83260340254404	0.438540975133141	6.45915333609149	1.05290385991128e-10	3.90989573676268e-10
entA	214.372155553204	-2.36255814166573	0.365808777705848	-6.45845120634446	1.05779957307229e-10	3.92475804434675e-10
sapB	186.687472322707	-1.54829955505878	0.239760516217221	-6.45769194814393	1.06311866677581e-10	3.94116481278154e-10
uhpT	161.570331703981	-1.65539782735433	0.256516945483946	-6.45336636233234	1.09392469920257e-10	4.0519487382773e-10
elaA	196.210951017318	1.84448941383726	0.286035335555807	6.44846697088372	1.12987179446609e-10	4.18157269847474e-10
aroP	212.380264901514	1.53686502330681	0.238379929789241	6.44712423846085	1.13992342843045e-10	4.21522190327861e-10
miaA	2222.25971864799	-1.27553237472644	0.198136782242725	-6.43763545712511	1.21349014202407e-10	4.48348376275169e-10
murJ	292.577685925462	1.1667046090849	0.181465562116656	6.42934447437955	1.28155405743907e-10	4.73098065069732e-10
ryjB	1310.93668335264	-1.54843974960708	0.240872139215209	-6.42847178030669	1.28893174894531e-10	4.75422096819207e-10
ybhH	23.6525468297867	3.99496523280626	0.621619545026524	6.42670466971208	1.30399812346584e-10	4.80575818488712e-10
moaE	160.497143886584	-2.00956145672881	0.312730771704111	-6.42585136658746	1.31133487214269e-10	4.82874609666625e-10
narX	485.255194248795	-1.11470009402285	0.173752513730737	-6.41544729390385	1.40409987218205e-10	5.16600564363127e-10
nusG	4401.7822148344	1.73682628590456	0.270742578024605	6.41504671550671	1.4077968548678e-10	5.17527329157678e-10
infB	14156.8478097838	1.31917221546933	0.205989310921949	6.40408091839861	1.51277868712081e-10	5.55655248538604e-10
rpsS	9553.8267880427	1.21359384279708	0.189549255267397	6.40252498531354	1.52828108457077e-10	5.60880434796941e-10
rlhA	326.80324690412	1.16960416867566	0.182786277795622	6.39875259117331	1.56651430101236e-10	5.7443216396889e-10
cmtA	30.4889852722989	2.91116811872826	0.455148517812735	6.39608392600769	1.59412406966992e-10	5.84068977319428e-10
pdxK	152.679789632667	-1.44817221741621	0.226526046233194	-6.3929611693545	1.6270359149935e-10	5.95630731213871e-10
hupA	3989.06764000887	-1.18911859378653	0.186176024296799	-6.38706620940005	1.69098437949889e-10	6.18525760128112e-10
hokB	223.83489072623	-1.52364780469279	0.238614022413745	-6.38540765240889	1.70941477093062e-10	6.24747012370901e-10
hybE	138.541786311056	-1.57792064766829	0.247133681363742	-6.3848870739146	1.71523996319097e-10	6.26354876001491e-10
hisF	82.8447772128482	-2.09067944468329	0.327545229042778	-6.38287252967512	1.73796571275665e-10	6.34126526257472e-10
rplY	2380.7081667944	1.39622475897295	0.219146249304265	6.37120080040438	1.87553889698779e-10	6.83754553897706e-10
ybbW	25.6239990276826	3.66233009134066	0.574920354111625	6.37015208306505	1.88840852431547e-10	6.87875509727848e-10
carA	93.6199781452486	1.61019537663625	0.252883628375395	6.36733736770805	1.9233781234565e-10	7.0003314799871e-10
pdeH	1087.64761775858	-1.16154966211139	0.182437256803611	-6.36684459338135	1.92956501158803e-10	7.01703567541904e-10
gntP	62.9065023653255	-2.79779449495125	0.439807105835792	-6.36141266893457	1.99906558515454e-10	7.26376767211242e-10
pcm	278.139542526842	-1.29004709386788	0.202812661830099	-6.36078182805265	2.00729388582036e-10	7.28763804992465e-10
ydjF	187.456878555164	1.67061437039969	0.262672242700387	6.3600719787711	2.01659228819621e-10	7.31535088525679e-10
ydgA	1132.99016369834	-1.85867426530882	0.292454272471968	-6.35543549970525	2.07836945570604e-10	7.52973365539351e-10
tdcG	265.561865074726	-1.8757147751251	0.295138093806302	-6.35538012370617	2.07911835283231e-10	7.52973365539351e-10
dgcE	319.725433890046	-1.49286851573264	0.2350464946282	-6.35137536551684	2.13398275367747e-10	7.72206444555612e-10
minE	425.646947023257	-1.23445699675582	0.194734921039341	-6.33916603230311	2.31012184675771e-10	8.35256401054042e-10
ydbH	250.412400906117	-1.22954464270518	0.194183110067047	-6.33188253232035	2.4218784851187e-10	8.74943436276845e-10
lpxH	462.092907957664	-1.15331061189134	0.182211455799116	-6.3295175752442	2.45928881890652e-10	8.87728494778664e-10
ldtB	477.712449214584	1.16896892436577	0.184900214110011	6.32216100988539	2.57930413137334e-10	9.30285964624229e-10
yecU	41.2716589331123	2.53637820839437	0.401227959104429	6.32153904243302	2.58970925991658e-10	9.33272582347297e-10
amiA	638.690545780205	-0.991011412797766	0.156846688908859	-6.31834449099291	2.64380150611783e-10	9.51985247243903e-10
sfmA	25.2696611057827	3.78582859527247	0.599493283623742	6.31504755547612	2.70078412425702e-10	9.71707179186003e-10
yeiE	770.188236757167	-1.23003741468012	0.194883149827654	-6.31166632809409	2.7604690163796e-10	9.92368280601931e-10
cysQ	211.255501199899	-1.29708970084274	0.205526526401023	-6.31105737812094	2.77135413722165e-10	9.9546678044274e-10
yobH	83.6476113255446	2.25873182867489	0.358044372212616	6.30852487560842	2.81707459567978e-10	1.01106280219128e-09
rlmM	451.365625511023	1.18343751109984	0.187661938778086	6.3062202106911	2.85932142288062e-10	1.02538767434405e-09
rsmA	748.680720800812	-1.03338000060033	0.16390319774763	-6.30481903221607	2.88530819256272e-10	1.03347090897749e-09
fadJ	148.785911403571	-2.3536676506781	0.373316483223392	-6.30475148151887	2.88656682293509e-10	1.03347090897749e-09
sdiA	436.486395774567	1.25242746808773	0.198770087011324	6.30088504220646	2.95950839128399e-10	1.05872315658881e-09
moaB	209.980844173383	-1.93086314862746	0.306790738031463	-6.29374654859835	3.09893666664981e-10	1.10769965635416e-09
ybaL	716.045452143376	-1.01025411467931	0.160545072236081	-6.29265103318605	3.1208942144908e-10	1.11464132392342e-09
ltaE	246.378939810977	-1.63928389963563	0.260842871295241	-6.28456469404591	3.28773605104673e-10	1.1732757491672e-09
sdaA	796.720730435039	-1.33502196798959	0.212479595375278	-6.28305963041625	3.31973652586722e-10	1.18373397387457e-09
tamB	1033.21152458534	-1.0512500814395	0.167398686813521	-6.2799183282159	3.38750932474604e-10	1.20692039445331e-09
yhjV	304.951426628019	1.38080692275772	0.219904290584042	6.27912679234426	3.40479846733484e-10	1.21209721774732e-09
kdsA	668.737149064839	-1.10470528871157	0.175956251050803	-6.27829521323806	3.42305505363251e-10	1.2176097854743e-09
ybhM	39.7930568021319	2.30279948848601	0.366832131583908	6.27752939346666	3.439952468594e-10	1.22263035554478e-09
yhjX	4178.28275043839	-8.05732570885922	1.28379440938924	-6.27618071081371	3.46990866270218e-10	1.2322804167543e-09
lpxP	1285.36506306915	-1.12537886284814	0.179329787226758	-6.27547090894125	3.48577653070848e-10	1.23691569462055e-09
cysE	597.505494138009	-1.3710878766376	0.218502745164629	-6.27492288760295	3.49807618243673e-10	1.24027834297373e-09
tatE	454.032088507567	1.71251529547472	0.273087593447361	6.27093773780249	3.58880114157503e-10	1.27141963023703e-09
cirA	2048.01521293505	2.2126913846745	0.353087388977727	6.26669616006614	3.68788738576136e-10	1.30547053067282e-09
yneP	42.1264867458101	3.06077011519114	0.488905694286258	6.26045094373361	3.83865816605751e-10	1.35774761058701e-09
bepA	260.891169448139	-1.22121732870771	0.195107411146526	-6.25920523229418	3.86944370314329e-10	1.36753549379795e-09
ykgL	50.2294129329925	2.29054306547535	0.365974114665545	6.25875703687027	3.88057890632546e-10	1.37036841925143e-09
thiM	85.87472111948	1.71355352691326	0.273799063675532	6.25843457574394	3.88860964345567e-10	1.3721013786105e-09
argV	776.560818379547	1.52326866594693	0.243696140220451	6.25068851960052	4.08647140810867e-10	1.44075994348486e-09
yebG	2091.03544803384	1.29332545550782	0.207286727475891	6.23930664185069	4.39514664523036e-10	1.54834636828364e-09
ydaE	25.712372869198	5.74910394325754	0.922008815586991	6.23541103519429	4.5059337433637e-10	1.58610311975935e-09
asnU	242.828195482316	2.00168188881048	0.321372615083211	6.22853906918047	4.70804690385817e-10	1.6559207404843e-09
ygaM	136.244689784458	-3.65933549302067	0.588315339530407	-6.22002393468365	4.97079049002203e-10	1.74693460981334e-09
rluB	926.51991678474	1.32073225617512	0.212359503851525	6.21932257431971	4.99305867997289e-10	1.75335785620471e-09
mokB	243.157963330879	-1.36105140488709	0.219362645238582	-6.20457235737103	5.48458349858968e-10	1.92442294802751e-09
yfgD	147.419979282282	-1.40570165880783	0.226575293253131	-6.20412596018303	5.50017209237757e-10	1.92835243430285e-09
pdeB	379.40270785734	1.08616374786106	0.175133122596568	6.20193217454997	5.57741158884025e-10	1.95387313475082e-09
uidR	437.151090050289	-1.32159957011124	0.213108614059557	-6.2015305009768	5.59166802562573e-10	1.95730658458756e-09
sgrS	134.588580376363	-1.73645377675544	0.280351639217099	-6.19384206778533	5.8715060904975e-10	2.05362470187544e-09
yaiY	25.8186037671387	3.12810256527599	0.506257825809566	6.17887251475823	6.45610010868111e-10	2.25629656145076e-09
yghU	83.8026915622469	-1.70458442229087	0.276004865825435	-6.17592163526916	6.57786097467122e-10	2.29702251683074e-09
hrpA	1753.24956712168	-1.18974062189743	0.192671796291588	-6.17495993080838	6.61802527249296e-10	2.30921247196676e-09
glmM	623.361757993334	-0.961690748593808	0.156152990179612	-6.15864446455776	7.33702363679117e-10	2.55805911400187e-09
rybB	202.117119523106	-1.8444925664691	0.29962428552312	-6.15601823880452	7.45966363729049e-10	2.59875514342721e-09
soxS	734.809202024971	-1.53956642975917	0.2501605300059	-6.15431391084301	7.54032020313632e-10	2.62477231793802e-09
metU	576.865063131048	1.97747878451023	0.321545986027207	6.14990971880119	7.75270639799422e-10	2.69656684136093e-09
hemL	858.542111857345	-0.966452682153106	0.157193396207531	-6.148176103258	7.83789851985642e-10	2.72404178779504e-09
yceJ	122.07288928846	1.67160668184286	0.271939898281767	6.14697104913543	7.89765369779048e-10	2.74263973868724e-09
ung	154.778908346823	-1.52747324325062	0.248643559780829	-6.14322464091583	8.08627944656551e-10	2.80592619342514e-09
mazG	247.838906200795	1.4190869021161	0.231005230306443	6.14309425043577	8.09292291364674e-10	2.80601502443963e-09
fdoG	5776.06371286451	-1.27838056045824	0.208170690658284	-6.14102089211359	8.19927979256354e-10	2.84064953696622e-09
recJ	678.607282027709	-0.930139950486949	0.151558185614591	-6.13718056015974	8.39988966099258e-10	2.9078577841403e-09
rnc	880.762257062853	1.35172471602285	0.220497195427764	6.13034879378175	8.76866200574741e-10	3.03312851899594e-09
cpsB	31.9730781296954	2.72630706781799	0.445885057484495	6.11437190382365	9.69379985642802e-10	3.35050061127367e-09
ybiV	136.451498430376	1.47278677214558	0.240987544359912	6.11146429188886	9.87210932993833e-10	3.40944782125936e-09
ynjA	67.7536912836356	-2.48352205652989	0.406638134120054	-6.10744996138671	1.01235535965854e-09	3.49354053022777e-09
pdxA	485.077034953412	-1.0419698960803	0.170772482574827	-6.10150933200698	1.05071504376164e-09	3.62307000568673e-09
yeeX	841.61541658356	-1.29843484154942	0.212826148621826	-6.10091781464615	1.05461126524576e-09	3.63365277507813e-09
fcl	25.8377340170655	3.2258276566794	0.529054689170016	6.09734252944642	1.07846269792015e-09	3.71292055796491e-09
sdhE	559.585969909396	-1.11011564207522	0.182197970935187	-6.09290891867356	1.1087715440584e-09	3.81427830309206e-09
lpcA	524.784024699396	-0.967439792993843	0.158939056988948	-6.08686002875374	1.15146551944604e-09	3.95805009931648e-09
yfcC	104.70485645027	-1.69844655388097	0.27922299513302	-6.0827603151805	1.18130879111564e-09	4.0574585765215e-09
fimI	89.7429090531759	1.57908039519289	0.259719117427918	6.07995441702957	1.20216718111284e-09	4.12587533330367e-09
nuoA	1123.21270252521	-1.22484917653494	0.20160385385477	-6.07552461480867	1.23583020412183e-09	4.23809686706262e-09
fsaA	65.8268394693698	-2.00416377552898	0.330032558747396	-6.0726244196499	1.25836531270095e-09	4.31201155904468e-09
yqeI	246.526084551765	1.49097623951656	0.24554347342095	6.072147708689	1.26210758743457e-09	4.32146424910372e-09
rlmN	1029.0715888224	1.59060440086414	0.26199374527701	6.07115410019568	1.26994251465802e-09	4.34490456923107e-09
yafP	53.5398512926281	1.89168171267349	0.311924588442856	6.06454823621588	1.3232506230293e-09	4.52306458119283e-09
rimP	1962.51708895869	1.31384759117998	0.216647510256355	6.06444814263191	1.32407490357705e-09	4.52306458119283e-09
basR	80.7617437268932	-1.65344624625169	0.272788444720296	-6.06127670820901	1.35045271182659e-09	4.60958722848036e-09
rclR	36.6679407096273	2.76279099543438	0.455985862638426	6.05894002820245	1.3702146350345e-09	4.67341063020694e-09
yebE	283.464588960996	1.30901885349939	0.216128424229708	6.0566714358132	1.3896702660791e-09	4.73609113955428e-09
cysK	433.107781620499	-1.42748117515172	0.235733196979063	-6.05549491308388	1.39986598667105e-09	4.76714052670225e-09
csrA	1376.20014641129	-1.10008111023821	0.181687686124171	-6.05479178972196	1.40599400726246e-09	4.78430028962355e-09
cydD	318.747679984496	-1.26115306850917	0.208326968241828	-6.05371968474677	1.41538822070398e-09	4.8125390507373e-09
csgB	20.1337639566616	4.97450783729767	0.822121410481552	6.05081898351715	1.44111307043337e-09	4.89621787967038e-09
yqhA	958.397634810701	1.48512823059507	0.245531436072138	6.04862763951224	1.46084860094642e-09	4.95943423798889e-09
glnE	302.275543701474	-1.708479398194	0.282466584118321	-6.04843013033479	1.46264028050112e-09	4.96015570377573e-09
umpH	901.245314979513	-1.00960353753851	0.166921994725617	-6.04835533626398	1.46331932440094e-09	4.96015570377573e-09
rlmL	1582.01694880933	1.15631904237747	0.191590798128632	6.03535792779114	1.58610723781697e-09	5.37221981166534e-09
aroM	263.125098004762	1.42562186910815	0.236260770890104	6.03410318072343	1.59847909596345e-09	5.40995274928154e-09
ydfO	19.1164720527895	4.04158652462864	0.669845695944333	6.03360826097554	1.60338484485517e-09	5.42237846300907e-09
tcdA	94.6086603033053	1.56470702574223	0.259470895437868	6.03037586586243	1.63578778442016e-09	5.52770441304445e-09
ycdZ	851.258228841045	-1.55029970439367	0.257129002053207	-6.02926815728421	1.64703806517257e-09	5.56144367432984e-09
rna	361.310435936661	-1.24523569022816	0.206638074690815	-6.02616769485176	1.67892984243683e-09	5.66477634241551e-09
allB	46.5702282067496	2.23103910145423	0.370356912226085	6.02402446884071	1.70132628246165e-09	5.73593734370991e-09
yahC	21.9282616266967	3.86109654836778	0.641108716848886	6.0225301058851	1.717114171446e-09	5.78472588586065e-09
tfaX	36.0970882947868	2.54039367948993	0.42189786768374	6.02134752051945	1.72970924857778e-09	5.82269174636182e-09
cpxA	391.738356272128	-1.45601681963614	0.241947090157647	-6.01791415919667	1.7667883618176e-09	5.94295656467435e-09
yqjK	525.513212886352	-2.09883874328863	0.348799371005594	-6.01732376190259	1.77324201547944e-09	5.96010112777441e-09
flhC	774.391120085556	-0.993043762836886	0.165115086019719	-6.01425216057055	1.80719018557866e-09	6.06956153306348e-09
aroF	1623.96734825752	1.11780789850039	0.185950754826201	6.01131143320798	1.84028483550144e-09	6.17599028445976e-09
argE	193.917213307628	-1.30494896394885	0.217148097498465	-6.00948835832223	1.86109726682905e-09	6.24106892609163e-09
ccmH	126.480589752297	-1.53161371500084	0.254874163582924	-6.00929373723095	1.86333258466131e-09	6.24379866088265e-09
fumA	580.554692147783	-1.60350934138774	0.267070312921859	-6.00407182604718	1.92429507629958e-09	6.44316179129881e-09
entH	252.776435803651	-1.99928494519934	0.333535843333832	-5.99421317126112	2.04473011939213e-09	6.84120290517108e-09
sdaC	4929.09150828292	-1.85936125397184	0.310979733794576	-5.97904317199038	2.24452072346147e-09	7.50394180986776e-09
sibB	623.647177528173	-2.22402990010566	0.37211128034338	-5.97678709995933	2.27581303489357e-09	7.6027731272148e-09
nsrR	3919.90135887257	1.23442412541633	0.206645037238223	5.97364515458105	2.32010162260335e-09	7.74483771131954e-09
aldA	217.823614395094	-2.26570957383774	0.379617015608929	-5.96840889811908	2.39578352225223e-09	7.99140243982843e-09
cyaA	2704.19045067659	-0.943145511218297	0.158064904096697	-5.96682430301748	2.41915655890413e-09	8.06324337121839e-09
glgP	1071.58535008975	-1.83631095209548	0.307859091479991	-5.96477740276456	2.44967762667881e-09	8.15878226990146e-09
yigG	24.9820416740333	3.18734073190933	0.534385281860001	5.96449947276871	2.45385061640023e-09	8.16648921048956e-09
rpsQ	41470.7149696046	1.23198859437485	0.206608584812561	5.96291095789911	2.47783463474735e-09	8.24006627588578e-09
yabP	227.516714640526	1.14621760394737	0.19222923034193	5.96276436163491	2.48005947488337e-09	8.24122637909428e-09
wcaA	21.084444573113	3.2338274733513	0.542433845032173	5.96169929839001	2.49628208738014e-09	8.28886410420329e-09
pgpC	196.547216990424	-1.2861009025302	0.215880309337303	-5.95747201992715	2.56169554208163e-09	8.49964389453519e-09
yhiD	21.7003110614642	3.6772361616915	0.617576014733001	5.95430533888414	2.61178787480662e-09	8.65930878039659e-09
rsmJ	100.694361381265	-1.78243667343094	0.299384771039029	-5.9536651354874	2.62203027129815e-09	8.68671114767176e-09
ftp	235.823694606902	1.07763398574293	0.181013081894565	5.95334864455058	2.62710814093014e-09	8.69697517943189e-09
umpG	379.191920756384	-1.16262141291221	0.195537033240968	-5.94578629757296	2.75132904808018e-09	9.10134676823512e-09
mntH	228.267826017143	1.14774512825467	0.193058226061791	5.94507238395178	2.76334718463092e-09	9.13422436575142e-09
crp	4432.88705271475	-1.14020540510197	0.191934862559397	-5.94058520634373	2.84006394011125e-09	9.37526784135071e-09
psuG	26.1950637225792	3.56595555966489	0.60027284241099	5.94055787255386	2.84053755903433e-09	9.37526784135071e-09
nagZ	406.091182993098	-1.30763313948723	0.220259660117957	-5.93677997499381	2.90674336904449e-09	9.58657929445377e-09
tauC	27.0508815002915	2.5748618291749	0.433842224320476	5.93501896503478	2.93811534891525e-09	9.68277623989849e-09
wzxE	164.671490152796	-1.28662613490257	0.216818450178029	-5.93411738644069	2.95430412015124e-09	9.72882908532565e-09
hflX	1592.42867479093	-1.01643345969141	0.171295636591614	-5.93379656315873	2.96008575859748e-09	9.74056684458333e-09
rsfS	567.442794345645	1.07058396284589	0.180442639054155	5.93309856504912	2.97270264738199e-09	9.77476252241698e-09
tktB	145.784348326698	-3.32928414243237	0.56295008427702	-5.91399528202945	3.33907452827886e-09	1.09712448786305e-08
ygeI	15.5561628850928	7.50173268427569	1.26959146900138	5.90877685258573	3.44657195018686e-09	1.13159869784536e-08
yeiW	79.9906809627662	2.12758025161708	0.360475253537277	5.90215342312552	3.58787267748678e-09	1.17711162600444e-08
rplM	10870.3322114286	1.15495886971429	0.195827778635355	5.89782960192231	3.68314034155823e-09	1.20746533734816e-08
gcvB	8730.83524806028	-1.83913875076545	0.311912626822312	-5.89632670373795	3.71682719513191e-09	1.21760043759989e-08
znuC	779.633110994562	-1.0537036115776	0.178753365417129	-5.89473439629368	3.75284531006512e-09	1.22848356535887e-08
narQ	306.855003012136	-1.23453462044764	0.209458133310955	-5.89394453647159	3.77083784056096e-09	1.23345425417605e-08
ydjX	89.0797832266759	-1.9876001346473	0.337378295811505	-5.89131002000728	3.8314597140636e-09	1.25235137826499e-08
nfsA	272.674719964764	-1.11690333928022	0.189590303143259	-5.89114169217959	3.8353651196242e-09	1.2526958342386e-08
ileS	4649.54042407322	-1.09846954418604	0.186472699218671	-5.8907794480837	3.84378275919383e-09	1.254512456251e-08
fucR	170.838532304176	-1.99332578713156	0.338497415077178	-5.88874744191791	3.89133586603923e-09	1.2690897148857e-08
metF	64.1235754046519	2.00428825629491	0.34053483751198	5.88570693952686	3.96356100815739e-09	1.29168572024002e-08
ypeA	200.554846155503	1.63752414693065	0.278244514402491	5.88519831360238	3.97576979691139e-09	1.29470398204831e-08
ompW	92.0756105640932	-1.92278071644922	0.326751514145344	-5.88453498518124	3.99174699050601e-09	1.29894403920688e-08
ptsI	9204.89753222539	-1.18911201768612	0.202397950311325	-5.87511887278035	4.22540030546138e-09	1.37317180208512e-08
fadD	259.755815633064	1.18461620165976	0.201633669671878	5.87509121659843	4.22610579653786e-09	1.37317180208512e-08
entD	100.773101676609	1.79842241408576	0.306173143267818	5.87387383129366	4.2572743429185e-09	1.38227688015085e-08
hisA	77.4929074890653	-2.20968713864319	0.376201145242325	-5.8736853052902	4.26212111044462e-09	1.38282851094411e-08
rpsI	14201.4593018747	1.43957280160391	0.246009408137012	5.85169816270668	4.8657908421478e-09	1.57736099788013e-08
bcsB	209.38571760819	2.09349144825762	0.357764398909461	5.85159242965206	4.86888575717153e-09	1.57736099788013e-08
pta	3595.64038509971	-0.996794937892614	0.170412380202951	-5.84931057652906	4.93614659644032e-09	1.59797288122051e-08
insH-6	34.8975960096001	2.25105339129377	0.385136934360178	5.84481307936205	5.0713739554252e-09	1.64040872825406e-08
yffL	83.4693212138631	1.74807317921781	0.299086693341779	5.84470395418164	5.07469943477638e-09	1.64040872825406e-08
sgrT	118.859518054657	-1.72820032682086	0.296032696695312	-5.8378697559871	5.28724619919932e-09	1.70785827596196e-08
smf	322.272584415724	-1.15455195859294	0.197922876711436	-5.83334265233133	5.43278390378134e-09	1.75357969796557e-08
otsB	191.360171205563	-2.7885245128752	0.478387411789057	-5.82900896670079	5.57575078648174e-09	1.79740905994573e-08
yqfA	597.404618227772	-1.24506912218807	0.213599867565015	-5.82897890519105	5.57675517574785e-09	1.79740905994573e-08
rffC	212.68692958361	-1.23377337285942	0.211911889850011	-5.82210546908279	5.81108569057456e-09	1.87156154242625e-08
rrlG	179.106559931528	1.55077043255316	0.266432770684874	5.82049433546353	5.86738317247877e-09	1.88830873821973e-08
glpE	113.720100874846	1.5801758128343	0.271508560086189	5.81998524220628	5.88528235740459e-09	1.8926826790687e-08
rstA	812.340494602452	0.958814985166165	0.164786466191401	5.81852992740613	5.93674314954203e-09	1.90783560028809e-08
yagU	592.610590452589	1.32927552165032	0.228562062298516	5.81581872460619	6.03378267230625e-09	1.93760287130419e-08
yjjA	309.031742799901	1.05732423558251	0.181822146104402	5.81515650450738	6.05771833916528e-09	1.94386827348087e-08
ruvA	375.637765003005	1.13680970135833	0.195561796823247	5.81304590070731	6.13462313534817e-09	1.9671094477069e-08
ypfJ	184.896242635185	-1.21565776584105	0.209147071566871	-5.81245415837614	6.15635456360351e-09	1.97263789919112e-08
psuK	21.3667806347149	3.02756216995056	0.521013818697777	5.81090570211297	6.21357576184354e-09	1.98952174356987e-08
yhgF	484.199084497304	-0.986539867725366	0.170037176325395	-5.80190690674289	6.5564962122862e-09	2.09779226952464e-08
lolA	462.485017753081	-1.0547140374841	0.181800245559789	-5.80149952073217	6.5724484721954e-09	2.10136580337368e-08
