Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
oppF	2223.78545072756	-1.13287887869757	0.187287745560543	-6.04886814835069	1.45866974359627e-09	1.44166283178752e-08
waaC	974.596495687121	-0.807344586305338	0.133487438794452	-6.04809406485438	1.46569377965117e-09	1.44536424624213e-08
ykgF	338.321736372445	-3.03004961054529	0.502097685584739	-6.03478107455627	1.59178340168738e-09	1.56620116844598e-08
yiaG	395.245007390338	-1.34061380806279	0.222719830390062	-6.01928353534977	1.75190764103913e-09	1.71991289124733e-08
atpG	4762.22329139138	-0.902228352432113	0.150055775014323	-6.01261998977377	1.82548618779861e-09	1.78816513684806e-08
ygeH	1155.67061669652	0.939320364854765	0.156401229902224	6.00583745691764	1.9034681439137e-09	1.86041853178971e-08
nadD	347.148106759963	-0.90791610000785	0.151189983062065	-6.00513394882215	1.91174009205603e-09	1.86436954110243e-08
malF	408.551599967915	-1.9471390563514	0.324416761091682	-6.001968115948	1.94939987619354e-09	1.89368073502786e-08
ibsA	236.978920863614	-1.20733367106159	0.201160651527157	-6.00183814227999	1.95096135062072e-09	1.89368073502786e-08
ymgK	641.672898911559	1.42145281752819	0.236848458653254	6.00152868045133	1.95468406179146e-09	1.89368073502786e-08
ybeF	1384.72773188701	0.759591105144409	0.126802438851261	5.99035091143164	2.09388748078507e-09	2.02409123142556e-08
yadL	585.55008070488	0.885068720507764	0.147804123732855	5.98811926321799	2.12281385196098e-09	2.04756312022845e-08
yqeK	421.454902902785	1.17378978628164	0.196450947043209	5.97497647096337	2.30123394239444e-09	2.21481205634819e-08
yfiB	229.161781527979	1.1767385958228	0.197364736003359	5.96225353957239	2.48782725483689e-09	2.38918138111569e-08
yafT	2948.05250341807	1.35582943717567	0.22751356959653	5.95933437983537	2.53267396543392e-09	2.4269623564419e-08
recR	554.347194136504	-1.02622662068812	0.172276138036822	-5.95687036163292	2.57114034933952e-09	2.45847866808864e-08
tdcG	276.669757727403	-1.10862558830726	0.186340149628507	-5.9494724594643	2.69008099195024e-09	2.56664004599927e-08
sseA	1006.14037919684	-1.14422612634623	0.192602111144726	-5.9408804999361	2.83495221979927e-09	2.69902146541581e-08
uxuA	387.164959128431	-1.04086660451156	0.175594567358148	-5.92766974611793	3.07263664356609e-09	2.91900481138778e-08
pflB	10281.7729019304	-1.74351002984998	0.294155494509303	-5.9271713851833	3.08197272726704e-09	2.92157758748239e-08
fecD	214.675339250907	-1.15462419165548	0.19492917396518	-5.92330110556838	3.15542311979805e-09	2.98478650473601e-08
rrlA	834289.690156873	-0.817998755338184	0.138133395751735	-5.92180298534296	3.18430970895996e-09	3.00566107004186e-08
ydbJ	510.911621750044	-1.0703452896166	0.180863573831002	-5.91797047324036	3.25938461526192e-09	3.06995029574242e-08
fliO	373.560520020953	-1.26672684726479	0.214281694246659	-5.91150285477332	3.39000388647206e-09	3.18616996408717e-08
yifB	500.002121800479	1.31120975043305	0.221946480501725	5.90777446647933	3.46760297108795e-09	3.25216891416078e-08
elaB	598.758490344743	-1.28443251128403	0.217600025600375	-5.9027222434381	3.57551968842868e-09	3.34626131350183e-08
argY	3392.81625902798	1.52556082661069	0.259220622583544	5.88518309772601	3.97613559409794e-09	3.71330629211519e-08
yiiD	341.339360728388	-1.02189037643697	0.174007778567146	-5.87267066364301	4.28829864532512e-09	3.99636795530511e-08
narI	198.040868898603	-3.00829699740386	0.51247973942911	-5.87007986063025	4.35585269292854e-09	4.05075921317067e-08
xerC	167.117540027372	-1.07617653300013	0.18342109887384	-5.86724504218756	4.43095596228778e-09	4.11192713300306e-08
pppA	458.551879827648	0.802056142149443	0.13694112594561	5.856941343304	4.71469550491556e-09	4.36604575329156e-08
murQ	473.026093474667	-1.88925972525591	0.322817053509623	-5.85241611221013	4.84482629486511e-09	4.47714765361958e-08
yceA	2042.5551631088	1.46534283106756	0.250456149963038	5.85069614494919	4.89519798305405e-09	4.51423278437286e-08
yfcZ	10830.099321885	-1.9497735973775	0.334140429477546	-5.8351921089768	5.37286253698524e-09	4.94437955386867e-08
proP	10028.0847300272	0.855878844312379	0.146736425962118	5.83276332853669	5.45168703581891e-09	5.0064659278937e-08
abrB	229.852616014936	-2.67332773623937	0.45859251669977	-5.82941857725415	5.56208275449391e-09	5.0972267737649e-08
fis	5431.53442604574	1.62422178839173	0.278644401413603	5.82901282118649	5.57562201645557e-09	5.09903357853447e-08
adeP	1018.52974117808	0.819293444215593	0.140749995621992	5.82091275097404	5.8527117792457e-09	5.34135683704245e-08
ascG	259.339649172367	-0.991489747251729	0.170465221006385	-5.81637557149909	6.01372690144828e-09	5.47696450032728e-08
rzpQ	1068.69603705218	1.31998712293172	0.226978731718123	5.81546611411577	6.04651615582541e-09	5.49547282780998e-08
yaaY	9447.8492155969	1.14927047296779	0.197771577368008	5.81110030198755	6.2063562536211e-09	5.62913958147362e-08
cyoB	7700.54708888589	-0.814101088649911	0.140920024521862	-5.77704333654593	7.60247097793874e-09	6.88125093855318e-08
fdnG	1032.42887106385	-4.16947703123551	0.722400305691916	-5.77169887441006	7.84762656423416e-09	7.08859383097217e-08
ftsQ	1698.87631256733	-0.907740390326797	0.157350950244971	-5.76889042559697	7.97951643096056e-09	7.19298740852232e-08
wcaE	180.327713895827	0.978270238154527	0.169653461153912	5.76628517626897	8.10378902231627e-09	7.29010245109595e-08
hybA	298.742773806415	-2.68053221789076	0.465886207069174	-5.75362004115474	8.73523693422095e-09	7.84214346355314e-08
pheU	549.522488339292	1.39808371238151	0.243319041329286	5.74588698337615	9.14403691685631e-09	8.18038417492895e-08
rimP	6674.77481361149	0.887150120854987	0.154399942613194	5.74579307375452	9.14911387985475e-09	8.18038417492895e-08
nanA	4165.27223965657	-1.80050719135614	0.313733826070685	-5.73896418472417	9.52573603815248e-09	8.49988754173606e-08
yhdE	643.724801449082	-0.811720905294122	0.141480321874423	-5.73734138104804	9.61742799146892e-09	8.56436819927172e-08
mutY	1315.98168859573	0.809328695170686	0.14113245505456	5.73453281782571	9.77814913066423e-09	8.68993575967096e-08
yhcH	207.762649897045	-1.50337587921287	0.26323351944463	-5.71118709495922	1.12190822149153e-08	9.95044555399326e-08
ftsK	2699.37074876856	-0.629172923573249	0.110203960662451	-5.7091679808167	1.13529797666122e-08	1.00489828938206e-07
rluB	2611.64386008923	1.08236700246749	0.189840990824652	5.70143991435036	1.18799610989302e-08	1.04943624296762e-07
deoC	5689.93025333949	-1.7012702256339	0.298437215144858	-5.7005967731207	1.19388733776872e-08	1.05253107697691e-07
suhB	15737.9736919876	1.06404429417036	0.186747349167159	5.69777455431473	1.21381411885645e-08	1.06796260197989e-07
yjhP	26.761739889661	-2.08075370469571	0.365488181418147	-5.69308068080912	1.24767392079299e-08	1.09556706032978e-07
thiK	230.496918242348	-1.03130747940295	0.181245644535607	-5.69010903431856	1.26958278042554e-08	1.11258864733912e-07
rihC	184.44811534807	-1.7665738598316	0.310612881760575	-5.68738118592679	1.29002294495239e-08	1.1282581629663e-07
pspB	886.181084586985	1.07064029413189	0.188323375904219	5.68511630057236	1.30723668396708e-08	1.14104936691621e-07
yqeF	1563.24041611492	-1.4293800919878	0.25170553118969	-5.67877902893836	1.3565959467067e-08	1.18179346503619e-07
emrE	2474.47945107591	1.14708404669618	0.202167994822473	5.67391514024486	1.39570290116755e-08	1.21346319296777e-07
dtd	499.26065584031	-1.29923942614863	0.229050579561096	-5.67228176692771	1.40907963908119e-08	1.22268170257281e-07
fadE	986.321914340368	-0.755202057922235	0.13315736418287	-5.6715005028568	1.41552186160951e-08	1.22585861806969e-07
yjhB	1272.88262024487	-0.952676573350592	0.168010110044906	-5.67035265375376	1.42503883445241e-08	1.23168062397377e-07
oppB	2733.04711100379	-0.651427090691618	0.114891892275106	-5.66991349687051	1.42869635887409e-08	1.23242535223425e-07
ykgL	295.056799273993	0.871523207685562	0.153746952394257	5.66855598835347	1.44006014389027e-08	1.23980178013053e-07
rph	1202.48332064403	1.13018525044341	0.199679410014415	5.65999894712139	1.5137392374436e-08	1.30069445587746e-07
pyrL	102.160239930894	1.39457437066471	0.246430118916542	5.65910683643749	1.52162813094094e-08	1.30492933875247e-07
greA	5302.33139905708	0.936470494405782	0.165843735262196	5.64670406708605	1.63553003078149e-08	1.39988667489025e-07
patZ	1286.61042400516	-1.14813847523258	0.203403359364252	-5.6446387061706	1.65528484391108e-08	1.41404953332559e-07
nikD	76.5672748344525	-2.9135568672192	0.51698310342602	-5.6356906984217	1.74358078634962e-08	1.48659653892246e-07
kbaZ	118.826027890773	-1.6416321788742	0.291334666142345	-5.63486728377224	1.75193202799675e-08	1.49083327787831e-07
alaU	11985.8977250514	1.63560386285762	0.290395004953519	5.6323415863142	1.77779119966843e-08	1.50992362391877e-07
ybeR	106.074167193303	1.11087672334752	0.197261694609065	5.63148727657983	1.78662158612133e-08	1.51450537531208e-07
yghG	199.111483713793	0.932169140616483	0.16563806397126	5.62774713895609	1.82578467669485e-08	1.54473298557983e-07
alaT	11730.159474136	1.66605026350347	0.296388029479475	5.62117932505383	1.89658277675493e-08	1.60155878925972e-07
fruK	267.927917381123	-1.66670857973223	0.296659130156578	-5.61826153421447	1.9288837756019e-08	1.62361274548776e-07
lptD	2454.12972735308	-0.810799640900869	0.14431776045041	-5.61815564744351	1.93006596786658e-08	1.62361274548776e-07
rrlE	770922.365862749	-0.784929951056611	0.139798356952134	-5.61472944439086	1.96870038680957e-08	1.6529583438203e-07
yjaA	1329.84634206711	1.6582896822289	0.295622237312005	5.60948897927024	2.02924918620698e-08	1.70055711269969e-07
mdtK	1096.10750423082	0.702316424884326	0.125311077174088	5.60458373451403	2.08756052385132e-08	1.74610375505439e-07
recX	313.759359480262	0.909406953000907	0.162695462825352	5.58962700746684	2.27557875955028e-08	1.89976347956395e-07
rrlB	773020.09468373	-0.789535012859739	0.141290311438062	-5.58803363672853	2.29655168074217e-08	1.9136483570343e-07
pth	1060.00339285949	0.845487611309219	0.151618015508337	5.57643238156436	2.45501278075175e-08	2.04182949765164e-07
acrB	3130.00423392808	-0.662859041996886	0.118883029502654	-5.57572468307673	2.46501519990503e-08	2.04628757084395e-07
lldP	2774.53173564107	-1.99339382528969	0.357826234030091	-5.57084315154506	2.53509477871253e-08	2.10050710236181e-07
rffT	630.557693343823	-1.10656211862793	0.198665488752317	-5.56997657508358	2.54773586564233e-08	2.1070205808164e-07
ftsI	5211.18334546989	-1.17515846422664	0.211201818918184	-5.56414935366571	2.63434255759387e-08	2.17456591645576e-07
ynfK	351.974149796455	-2.42264435896466	0.435457845472222	-5.56344175252482	2.64505177524752e-08	2.17932490192357e-07
ratA	1601.15551048268	0.825747871528657	0.14845581637474	5.56224667846128	2.66323467269673e-08	2.18605025504009e-07
ydhR	6219.73306585132	1.15735693713665	0.208083536833965	5.56198224398759	2.66727436708945e-08	2.18605025504009e-07
ybiV	1247.9014791655	1.22537996397246	0.220320635001705	5.56180297847715	2.6700163393055e-08	2.18605025504009e-07
gyrB	5256.59164296844	-0.814633224667889	0.146474490825786	-5.5616047550341	2.6730514688444e-08	2.18605025504009e-07
ybfB	185.034198238806	1.07803592570643	0.193864343343528	5.56077464846721	2.68579818406348e-08	2.19240711025034e-07
ubiI	352.45515810567	-0.858851154029135	0.15479810698166	-5.54820191781086	2.88622440279098e-08	2.35165936552729e-07
yqiB	2422.84757669667	-1.26941441463584	0.228894384447213	-5.54585215229949	2.92525934960236e-08	2.37906701347734e-07
ydeO	392.470778373594	0.809470835091608	0.146008008683217	5.54401667683762	2.95610662075824e-08	2.39972706893229e-07
yejF	4224.58805615616	0.803419319317575	0.144943125410602	5.54299706896489	2.97337841135119e-08	2.40931103625662e-07
fliC	93926.0280460833	-0.662220902604381	0.119584604578319	-5.53767690196837	3.06510040085809e-08	2.47907570036376e-07
bssR	854.890629807973	-2.61104559311759	0.471549759253655	-5.537158151136	3.07418937175719e-08	2.48187303126478e-07
rpoC	25087.8885258953	-0.881034238067838	0.159184220243744	-5.53468325389786	3.11791292008878e-08	2.51257041165472e-07
yraI	197.943034670443	1.01959911719364	0.1843766824512	5.5299786482681	3.20269767664304e-08	2.57618455449681e-07
basS	659.426424856719	0.864185863913988	0.156326746817565	5.52807425157067	3.23765026000741e-08	2.59955598289848e-07
rpoZ	6988.12296651827	0.797579004548283	0.144413197917172	5.52289552514263	3.33458034331303e-08	2.67251457333161e-07
ydiM	221.109206046437	1.02242943377025	0.185405490260753	5.51455856205937	3.4965646756808e-08	2.79725174054464e-07
cstA	1858.06351522809	-1.43785572948343	0.260914451302193	-5.51083208426082	3.57141309787527e-08	2.8519545172888e-07
manY	1412.46590572986	-1.94585463522914	0.353143386901112	-5.51009790188714	3.58634171547503e-08	2.85869697681988e-07
mdtJ	1492.11156670466	0.814018218417926	0.147793050480443	5.50782473040328	3.63294841533784e-08	2.89062032758289e-07
cyoD	2634.42470267614	-0.969042360708211	0.176033768988439	-5.5048662894439	3.69448562783272e-08	2.92921730594605e-07
mqsR	2810.96262145617	0.717752911505485	0.130385463274523	5.50485378875616	3.69474778154719e-08	2.92921730594605e-07
ybjG	1666.67680717171	0.942119643493637	0.171456519730478	5.4948020931173	3.91148814786465e-08	3.09548290050043e-07
ybhB	469.098793894449	-0.797001139924984	0.145299577942831	-5.4852268066365	4.12939263532698e-08	3.26207217500382e-07
fdoG	9584.11440115948	-0.977995531663831	0.178834410057835	-5.4687212116927	4.53294077590026e-08	3.57445490879577e-07
tsr	3464.59044035416	-0.723974269818513	0.132413681822674	-5.46751861177038	4.56379301300716e-08	3.59235707166706e-07
glnV	2355.17315910916	2.07921976169764	0.380319585768297	5.46703309401573	4.57630638243731e-08	3.59578583489905e-07
yibG	289.973311363937	0.965942353290806	0.176720666517113	5.46592751333511	4.60492501823118e-08	3.61183442711086e-07
yigI	658.006493360262	0.781250719875223	0.142984642345203	5.46387854710353	4.65842317842689e-08	3.64730539440599e-07
rnlB	2674.68894368904	0.906023262656494	0.166021999636118	5.4572482239841	4.83570124045043e-08	3.77939203331657e-07
pinQ	2432.15349736298	1.13212863154347	0.207529500127783	5.45526602649925	4.88995809107201e-08	3.81503279034432e-07
ompW	250.665435191031	-2.34147901052719	0.429560674013319	-5.45086911390448	5.01242516235744e-08	3.9036696317441e-07
zraS	206.645894425957	-1.1324371103979	0.207771964156682	-5.45038458386004	5.02610122853793e-08	3.9074169692055e-07
otsB	274.031061273801	-1.36386586696744	0.250510149212044	-5.44435373679413	5.19938056200718e-08	4.03501223896614e-07
yhjR	379.894550371521	0.839700899522732	0.15432374406625	5.44116464127682	5.29333641901862e-08	4.10070772144711e-07
htrE	1080.04040437925	0.706006780560605	0.129790402251828	5.43959159006816	5.34028497728897e-08	4.1298203824368e-07
hflX	2403.05085654812	-0.821315998953921	0.151062473700075	-5.43692936330826	5.42066150775288e-08	4.18166379500584e-07
nadR	448.634515099915	-0.820996707476857	0.151008891648582	-5.43674414475821	5.42629693907292e-08	4.18166379500584e-07
mioC	4678.34703933319	0.697730431538115	0.128410019016976	5.43361364541089	5.52240841857336e-08	4.24830302078034e-07
rrlH	800906.73787885	-0.793169578014446	0.146090791940422	-5.42929206885204	5.6578027886577e-08	4.34487712411205e-07
ysgA	201.634395603528	-1.08444520955021	0.199954175705618	-5.42346868087805	5.84534610073884e-08	4.48109314992292e-07
ldtA	2390.27367190499	0.955865666215488	0.176272787356219	5.42265020342496	5.87218343261233e-08	4.49385148801305e-07
ackA	7082.02337817595	0.585062107694362	0.107927593977002	5.42087603490015	5.93076776712776e-08	4.53081877253019e-07
sibA	269.440791797809	-1.11216828266205	0.205393403841546	-5.41481986208305	6.13504388063575e-08	4.67876702869246e-07
cbrB	922.740763728328	1.3864396223279	0.256104281172409	5.41357456416181	6.17788508185958e-08	4.70330180325338e-07
fkpB	444.12930933509	-0.865911394102045	0.159969972031813	-5.41296208972172	6.19906185079816e-08	4.7112870066066e-07
lpxK	373.923986916088	-0.895064228134763	0.165462715419269	-5.40946173805224	6.32144541495629e-08	4.79602949898922e-07
glgC	340.608559383705	-1.03928696292766	0.192418442548423	-5.40118165994469	6.62033405544062e-08	5.01416366260863e-07
ldtC	205.696923882152	0.95424388744165	0.176695018461385	5.40051381046822	6.64502951294204e-08	5.02423500738397e-07
mppA	2584.62236511682	-0.740757335415889	0.137234132222428	-5.39776310324369	6.74768804718774e-08	5.09311796438417e-07
murP	184.736185353103	-1.40407969682409	0.260248356023121	-5.39515299262581	6.8465189408914e-08	5.15888128058962e-07
gspC	473.203788197169	0.735277466188419	0.136305692952444	5.39432690052756	6.87808970898801e-08	5.17382584252886e-07
wrbA	403.019555623794	-2.69806440395109	0.500249235553957	-5.39344033372356	6.91212851661644e-08	5.19057282815081e-07
nudE	4950.78032945978	0.662451944468694	0.122834150953849	5.39305998636804	6.92678152355082e-08	5.19273009452586e-07
ylcJ	64.5378389419883	1.47505405888251	0.27368216367404	5.38966090840807	7.05907508088356e-08	5.2829207056935e-07
nagE	1421.09888347162	-1.52752976104978	0.283436041163884	-5.38932788779164	7.07216724258375e-08	5.28374800089986e-07
moaE	96.0115176748206	-1.15943474307149	0.215293783537596	-5.38536098915749	7.22993945593981e-08	5.38862590053193e-07
nrdH	116.728560810426	1.20699972657134	0.224133356842419	5.38518560367586	7.23699304245668e-08	5.38862590053193e-07
valW	1666.35745182398	1.37038721069992	0.254758831151628	5.37915488348385	7.48363061617465e-08	5.56287415785799e-07
ygaP	792.220251193791	0.781930200939697	0.1453854524773	5.3783249122658	7.51820470392866e-08	5.57916604964942e-07
rlmF	242.285224662397	0.955593274319404	0.177727933394562	5.37671966397064	7.58551396626864e-08	5.61965471652306e-07
yhhZ	404.038074845209	0.936008005899447	0.174247990023849	5.37170044699704	7.79976014861277e-08	5.76868166696058e-07
yjcF	484.482275495699	0.761099422285704	0.141728845365882	5.37010952372381	7.86888378064066e-08	5.81005690202078e-07
csgE	272.369931079136	0.878791212958089	0.163654223092004	5.36980467936991	7.88219644667086e-08	5.81015417005437e-07
gltJ	288.639015413971	-1.00569010399664	0.187307230030246	-5.36920066478075	7.90863844031127e-08	5.81991289564141e-07
nanS	473.149012543018	0.882633715657047	0.164559333917655	5.36361988496327	8.15704688976904e-08	5.99271044835032e-07
ykgR	255.74204566556	-0.945912316932088	0.176640430740117	-5.35501590982737	8.55488893620908e-08	6.2745341814991e-07
hsdR	1817.34661811417	-1.55595115351692	0.290589494756486	-5.35446456803541	8.58101328748753e-08	6.28324029422675e-07
argU	384.900008610219	1.09570518983787	0.204724723786024	5.35209020959819	8.69440335014034e-08	6.35570977900806e-07
waaY	2817.8607913576	0.713355596111337	0.133302840491759	5.35139081417727	8.72807942700205e-08	6.3697639261962e-07
ybiJ	419.268624639137	0.801648840662803	0.149826076260782	5.35052949839976	8.76972557433266e-08	6.38957856721626e-07
yadM	683.429800749359	0.814227128144262	0.152211009761228	5.34933136191351	8.82797770450939e-08	6.42140688473224e-07
yhiM	339.038010748458	1.00263096239836	0.187546834895087	5.34602976882671	8.99044282193906e-08	6.52880921896333e-07
sraG	9757.22001791341	0.671006346126701	0.125616698498317	5.3416970366857	9.20804558977522e-08	6.67583305258703e-07
nfeF	332.548974348564	1.04009180794507	0.194765674546232	5.34022132168971	9.28331787639504e-08	6.71935389148593e-07
lipA	2465.15061875177	0.848339027777491	0.158882243753059	5.33941998638949	9.32444105839071e-08	6.73805511235841e-07
fbaA	6118.80396064785	-0.720868740985319	0.13508042131195	-5.33658937382618	9.47111979493679e-08	6.8328471450215e-07
yhbV	116.524441203196	-2.79309831203517	0.523486962188208	-5.33556423327116	9.52479024101667e-08	6.86033911477148e-07
btuE	199.035177181974	-0.901030596136968	0.169029257331768	-5.33061915055591	9.78784903191039e-08	7.03830971169021e-07
yeiQ	968.069294086844	-0.91415268441056	0.171563786574531	-5.3283545593314	9.9106511723971e-08	7.11500820324534e-07
arsR	240.025934728745	1.02247945640135	0.19202931291669	5.32460092092786	1.01174917857324e-07	7.251691673416e-07
glmM	1668.56654369163	-0.803275289767035	0.150918130498298	-5.32258971877533	1.02300300244522e-07	7.32045005645866e-07
uidA	150.436637307238	-0.99104815443287	0.186303511979712	-5.319535546602	1.04032487002445e-07	7.43233715894291e-07
ccmB	103.926762571543	-2.0156913828525	0.379748867606518	-5.30795890335896	1.10859628451233e-07	7.90726929147306e-07
nac	134.081334939977	1.05894366444059	0.199708102607753	5.3024571893333	1.14254265738164e-07	8.11453669218287e-07
glgB	481.423838164692	-1.04356262312154	0.196811013006306	-5.30235888317947	1.14315827464549e-07	8.11453669218287e-07
ptsA	79.7188085761551	-1.32180702262241	0.249286746649256	-5.30235578260475	1.14317769642594e-07	8.11453669218287e-07
feoA	368.835318640736	-1.34265104032169	0.25335444662588	-5.29949664670514	1.16122368839149e-07	8.2293794508516e-07
rrsA	252779.868340087	-0.803293142670744	0.15168626927714	-5.29575383783141	1.1852641871705e-07	8.38626731468311e-07
rpsG	67047.068061243	0.944694311228203	0.1784283384475	5.29453067516047	1.19322459380438e-07	8.42906091264374e-07
htrL	8968.5260471161	0.616032134914622	0.116480231410483	5.28872691490191	1.23170620783753e-07	8.68697754263652e-07
deoB	4516.27814755878	-0.839917543717559	0.158844293115189	-5.28767843808199	1.23878497825569e-07	8.71264626475033e-07
gfcB	326.121071326045	1.16674729804245	0.220657147692122	5.28760255557361	1.23929882214121e-07	8.71264626475033e-07
yhbT	1854.92870259333	-1.64872318625144	0.311900970862926	-5.28604698372684	1.2498780470981e-07	8.77302934969496e-07
mtlA	423.593429221835	-0.799897734437622	0.151385264293459	-5.28385466162036	1.26493618240541e-07	8.84232967201903e-07
yfdG	6507.95508554488	0.888075255909505	0.168076161142658	5.28376689396024	1.26554266087979e-07	8.84232967201903e-07
wecE	391.244914724081	-0.940294385491986	0.17796020021171	-5.28373414040536	1.26576906148911e-07	8.84232967201903e-07
yfjU	689.268179340318	0.995850050972773	0.188487043245275	5.28338730252608	1.26816889573226e-07	8.8450767284617e-07
yohK	481.763206827056	1.13900464669893	0.215694747780527	5.28063227509779	1.28738841707922e-07	8.96494177327838e-07
cspF	3665.72833882128	1.21503836513522	0.23030169581486	5.27585505107176	1.32138504653863e-07	9.18716921946729e-07
fucR	578.848242527693	-0.893685316594469	0.169608094482016	-5.26911949175415	1.37079711997666e-07	9.51570662182222e-07
tsgA	1040.68566593966	1.03187136024662	0.196013591624974	5.26428474521739	1.40736182539283e-07	9.75416812316291e-07
tdh	1761.96347265444	-0.635005156723342	0.120639518640008	-5.26365791145286	1.41217103987264e-07	9.77213491955825e-07
feoC	192.232451895698	-2.01162110097567	0.38340746386289	-5.2466925935877	1.54853958967141e-07	1.06990008013661e-06
pinR	2787.38682021672	1.05600264882356	0.201450823111836	5.24198726275403	1.58856338627181e-07	1.09583527491176e-06
rrsC	258182.334097494	-0.79833630597224	0.152483204148597	-5.23556879873962	1.64477542253276e-07	1.13283907226944e-06
tonB	325.634460500885	0.907913521580545	0.17350519758463	5.23277420054058	1.66984676810487e-07	1.14831272290269e-06
nlpD	3944.87775679321	-0.83612834361911	0.159851591604308	-5.23065385353707	1.68911529750746e-07	1.15975393012662e-06
plaP	3440.78132205466	1.36478097707114	0.261024375942705	5.22855757107802	1.70837638152307e-07	1.17115444630695e-06
rfe	3525.30210953106	0.758612234285405	0.145194068152569	5.22481561359835	1.74328738797341e-07	1.19323149164391e-06
xylG	1064.80105689133	0.688792046514351	0.131867899794569	5.22334887859283	1.75715876962628e-07	1.20086137310273e-06
pssA	4581.1847873971	0.614256580950143	0.117663745886171	5.22044047063042	1.78498077867029e-07	1.21798688426914e-06
hcp	72.4891948612755	-1.8557182316478	0.355609282796505	-5.21841898235744	1.80456882385458e-07	1.22944967164621e-06
wcaD	293.427812833674	0.796301203473538	0.152630574845364	5.21718013759892	1.81667564651967e-07	1.2357880015214e-06
dmsA	534.140456352486	-2.65183130218667	0.50893259032723	-5.21057474523614	1.88256515685801e-07	1.27863593396458e-06
maoP	13497.3462613166	1.23477888647684	0.237078427866093	5.20831396424762	1.90564281445683e-07	1.29231900401934e-06
fliM	2913.16718599728	-0.889214278129037	0.170789860152214	-5.20648168068372	1.92454684109601e-07	1.303134020822e-06
nirB	2397.60087212613	-4.62629457483498	0.88868723035454	-5.20576240640853	1.93201716955392e-07	1.3061858410113e-06
slp	374.954533223002	1.15568918154931	0.22202949362759	5.20511560273945	1.93875875185008e-07	1.30873638256587e-06
rrlC	820931.292630583	-0.761396406697957	0.146393056944546	-5.20104178838464	1.98174533810108e-07	1.33570847864672e-06
yojI	1419.66311025295	1.24556389823355	0.239519769711352	5.20025507595718	1.99015213397754e-07	1.33932681016381e-06
trkG	1598.91718757575	0.62284592106659	0.119852436077372	5.19677314413958	2.02777568564428e-07	1.36256634486585e-06
ddlB	1501.84347976329	-0.939852556654666	0.180965783628472	-5.19353735170297	2.06335521544281e-07	1.38436374272023e-06
ygdQ	1038.7652638055	0.752738257239209	0.145034352417705	5.19006872986403	2.10216472285165e-07	1.40825867755776e-06
yhhQ	1542.78725776696	0.775278746883646	0.149645916831819	5.18075443217707	2.20990266876852e-07	1.47818679270586e-06
wbbK	10651.1770036724	0.575461728118035	0.11125457250068	5.1724770962966	2.31010823316957e-07	1.5428722866381e-06
katG	1111.81344179378	-1.61017174840152	0.311608575511627	-5.16728959001783	2.37513112243906e-07	1.58389984685498e-06
yqiK	657.737010528792	0.784052770133378	0.151850932613625	5.1633055960766	2.42626547272297e-07	1.61555561990375e-06
flxA	5647.61212019877	0.887887234310235	0.172048094953981	5.16069204106982	2.46038626907687e-07	1.63580432490058e-06
yfcH	852.128610075201	-1.16398839878445	0.225711675847369	-5.15697025603393	2.50977652089589e-07	1.66612875061884e-06
wzxE	384.645979851164	-1.07603145869716	0.208692751403018	-5.15605573966094	2.52205848844812e-07	1.67176448377132e-06
pmrD	3816.25607516356	-1.23599805334652	0.240051160823763	-5.1488942986364	2.62026482118435e-07	1.73425335312021e-06
moaC	115.148014148059	-1.08587512407577	0.210953874823158	-5.14745284952011	2.64047345379706e-07	1.74500854337893e-06
zraR	181.934900734386	-1.04406310630112	0.202889144681061	-5.14597815443683	2.66130394057336e-07	1.75614188174362e-06
ybhQ	1462.23921665058	-1.05105488423487	0.204278540207779	-5.14520459743741	2.67229402783033e-07	1.76075815764964e-06
arpA	416.968984161565	0.848317999318367	0.16489506033799	5.14459315870071	2.68101187172995e-07	1.76386572098293e-06
hisS	3722.53248837856	-0.597746895611453	0.116213735070475	-5.14351333126816	2.69647510076842e-07	1.77139526739004e-06
basR	305.89702913912	-0.970159522957674	0.188751014092709	-5.13989038745594	2.74898785657445e-07	1.80320512972919e-06
gpp	833.831356372081	-0.802433372718834	0.156214516382803	-5.13674011416758	2.7954511309092e-07	1.83095818499967e-06
polA	1805.78951976951	-0.711296940136618	0.138502651635303	-5.13561965592949	2.81215886051418e-07	1.83916858414637e-06
ansB	1195.15518235073	-2.30787615502677	0.449754368262899	-5.13141465182552	2.87572615255248e-07	1.87795568599279e-06
deoD	1670.03839657271	-0.753378902561046	0.146847701804969	-5.13034179834575	2.89216540200705e-07	1.88589720296554e-06
yhbW	235.766085152412	-1.13826536347172	0.222108973230538	-5.12480584154634	2.97844510420366e-07	1.93698587846373e-06
pgpA	1160.28319307589	-0.769041507392681	0.150064152080258	-5.1247516261004	2.97930223593106e-07	1.93698587846373e-06
nagZ	1086.75635790264	-1.31976265811918	0.257595235696949	-5.12339700130102	3.00079598084051e-07	1.9480866986075e-06
cspC	22423.9590950016	-1.0088799124733	0.196962306035712	-5.1221979107534	3.01994673919003e-07	1.95763606269848e-06
ecnA	726.37498506586	1.58764608683455	0.309997009770961	5.12148839115438	3.03133404303597e-07	1.96213222638804e-06
